year,month,site,quadrat,subsample,shootdensity,leafnumber,leaflength,leafwidth,epiphyteload,totalleafarea,epiphyteload/totalleafarea,egg-LASP,egg-PHTA,egg-UNWH,egg-HECR,egg-UN1,egg-UN2,egg-UNGR,egg-UNYR,hydroidUN,PHTA,LISP,ALCA,LAspp,HECR,mollusc1,IDRE,TAspp,isopodUN1,CACA,caprellidUN1,AMLA,gammaridUN1,gammaridUN2,HEspp,HEOR,copepodUN,crabUN,crustaceanUN2,PLBI,polychaetePH,polychaeteUN1,spaghettiUN,polychaeteUN2,nemerteanTE,nemerteanUNGR,nemerteanUN1,nemerteanUN2,flatwormUN1,flatwormUN2,EPPR,CLCA,tunicateUN,musselUN,jingleshellUN,limpetUN,barnacleUN,clamUN,bryozoanUN,mysidUN,scalewormUN,cowrieUN,cumaceaUN,ostracodUN,shrimpUN,nematodeUN
2013,sept,Doran,2,2,60,6,83.8,0.7,,,,,0,,0,,,,,,0,,0,0,,,0,,,1,,,0,,,,0,0,,,,26,,,,,,,,,,0,0,,,,,,,,,,,,,
2013,sept,Doran,2,3,60,5,25.3,0.4,,,,,0,,0,,,,,,0,,0,0,,,0,,,4,,,0,,,,0,0,,,,6,,,,,,,,,,2,0,,,,,,,,,,,,,
2013,sept,Doran,3,1,0,7,78.8,1,,,,,0,,0,,,,,,0,,0,1,,,0,,,9,,,0,,,,0,0,,,,20,,,,,,,,,,2,0,,,,,,,,,,,,,
2013,sept,Doran,3,2,0,5,87.1,0.6,,,,,0,,0,,,,,,0,,0,0,,,0,,,20,,,0,,,,0,0,,,,29,,,,,,,,,,0,0,,,,,,,,,,,,,
2013,sept,Doran,3,3,0,5,76.1,0.7,,,,,0,,0,,,,,,1,,0,0,,,0,,,4,,,2,,,,0,0,,,,3,,,,,,,,,,1,0,,,,,,,,,,,,,
2013,sept,Doran,4,1,72,5,94.9,0.9,,,,,0,,0,,,,,,2,,0,0,,,0,,,3,,,2,,,,0,0,,,,20,,,,,,,,,,0,0,,,,,,,,,,,,,
2013,sept,Doran,4,2,72,5,74,0.6,,,,,0,,0,,,,,,1,,0,0,,,0,,,0,,,0,,,,0,0,,,,3,,,,,,,,,,3,0,,,,,,,,,,,,,
2013,sept,Doran,4,3,72,4,73,0.6,,,,,0,,0,,,,,,0,,0,0,,,0,,,4,,,0,,,,0,0,,,,12,,,,,,,,,,3,0,,,,,,,,,,,,,
2013,sept,Doran,5,1,88,4,143.6,0.8,,,,,0,,0,,,,,,1,,0,0,,,0,,,2,,,0,,,,0,0,,,,17,,,,,,,,,,0,0,,,,,,,,,,,,,
2013,sept,Doran,5,2,88,4,123,0.8,,,,,0,,0,,,,,,0,,0,0,,,0,,,0,,,0,,,,0,0,,,,6,,,,,,,,,,1,0,,,,,,,,,,,,,
2013,sept,Doran,5,3,88,4,121.1,0.6,,,,,0,,0,,,,,,1,,0,1,,,0,,,7,,,0,,,,0,0,,,,10,,,,,,,,,,8,0,,,,,,,,,,,,,
2013,oct,Channel,1,1,56,5,67.2,0.7,,,,0,0,19,0,,,,,,1,1,0,0,0,,0,,,18,,,8,,,,19,0,,,,4,9,,,,,,1,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,1,2,56,4,110.1,0.7,,,,0,0,21,0,,,,,,0,0,1,3,0,,0,,,8,,,13,,,,48,0,,,,17,2,,,,,,0,,,1,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,1,3,56,4,126.5,0.8,,,,3,0,16,0,,,,,,0,0,0,2,0,,1,,,15,,,4,,,,0,0,,,,36,4,,,,,,0,,,1,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,2,1,60,5,134,0.9,,,,1,0,8,0,,,,,,1,0,0,7,0,,1,,,8,,,13,,,,110,0,,,,136,1,,,,,,0,,,0,0,1,1,0,1,0,,,,,,,,
2013,oct,Channel,2,2,60,4,59.8,0.6,,,,0,0,5,0,,,,,,0,0,0,0,0,,0,,,4,,,1,,,,62,0,,,,3,0,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,2,3,60,3,68.6,0.6,,,,0,0,1,0,,,,,,0,0,0,3,0,,0,,,4,,,7,,,,82,0,,,,45,2,,,,,,0,,,1,0,1,0,0,0,0,,,,,,,,
2013,oct,Channel,3,1,72,5,190.4,1.1,,,,2,0,27,0,,,,,,1,0,0,3,0,,3,,,1,,,1,,,,76,0,,,,73,0,,,,,,0,,,0,0,1,0,0,0,0,,,,,,,,
2013,oct,Channel,3,2,72,5,144.5,0.8,,,,0,0,34,0,,,,,,0,0,0,1,0,,0,,,9,,,45,,,,72,0,,,,33,8,,,,,,0,,,0,0,3,0,0,0,0,,,,,,,,
2013,oct,Channel,3,3,72,5,125,0.9,,,,0,0,53,0,,,,,,0,0,0,1,0,,0,,,2,,,8,,,,22,0,,,,67,2,,,,,,0,,,0,0,2,0,1,0,0,,,,,,,,
2013,oct,Channel,4,1,59,6,120,0.7,,,,5,0,33,0,,,,,,0,0,2,5,0,,1,,,44,,,31,,,,18,0,,,,158,2,,,,,,0,,,0,0,13,0,2,0,0,,,,,,,,
2013,oct,Channel,4,2,59,4,123.5,0.7,,,,0,0,69,0,,,,,,0,0,2,3,0,,0,,,40,,,63,,,,160,0,,,,28,2,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,4,3,59,5,136.1,0.8,,,,0,0,44,0,,,,,,0,0,1,3,0,,2,,,14,,,5,,,,180,0,,,,8,1,,,,,,0,,,0,0,2,1,1,0,0,,,,,,,,
2013,oct,Channel,5,1,67,4,125.6,0.6,,,,0,0,24,0,,,,,,0,0,0,0,0,,0,,,0,,,8,,,,94,0,,,,9,0,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Channel,5,2,67,4,48.6,0.4,,,,0,0,5,0,,,,,,0,0,0,3,0,,0,,,4,,,20,,,,20,0,,,,6,0,,,,,,0,,,0,0,2,0,0,0,0,,,,,,,,
2013,oct,Channel,5,3,67,3,83.2,0.5,,,,1,0,25,0,,,,,,0,0,0,1,0,,0,,,17,,,1,,,,79,0,,,,6,0,,,,,,0,,,0,0,1,0,0,0,0,,,,,,,,
2013,oct,Westside,1,1,,4,104.8,0.8,,,,0,0,10,0,,,,,,0,0,0,0,0,,0,,,24,,,0,,,,40,0,,,,22,1,,,,,,0,,,0,0,1,0,0,0,0,,,,,,,,
2013,oct,Westside,1,2,,5,138,0.8,,,,0,0,30,0,,,,,,1,0,0,3,1,,1,,,139,,,5,,,,28,0,,,,239,4,,,,,,0,,,1,0,9,0,0,1,1,,,,,,,,
2013,oct,Westside,1,3,,3,32.2,0.6,,,,0,0,0,0,,,,,,0,0,0,1,0,,1,,,22,,,1,,,,31,0,,,,12,0,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,4,1,,5,102.3,0.7,,,,5,0,3,1,,,,,,2,0,0,1,0,,0,,,3,,,2,,,,84,0,,,,74,1,,,,,,0,,,5,0,1,0,0,2,0,,,,,,,,
2013,oct,Westside,4,2,,4,37.3,0.7,,,,0,0,6,0,,,,,,3,0,0,0,0,,0,,,2,,,5,,,,25,0,,,,2,1,,,,,,0,,,5,0,1,0,0,0,0,,,,,,,,
2013,oct,Westside,4,3,,3,66.8,0.6,,,,0,0,4,0,,,,,,3,0,0,0,0,,0,,,16,,,2,,,,66,0,,,,10,0,,,,,,0,,,3,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,2,1,,5,59,0.7,,,,0,0,0,0,,,,,,1,0,0,0,0,,1,,,7,,,3,,,,26,0,,,,33,6,,,,,,0,,,4,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,2,2,,3,39,0.3,,,,0,0,0,1,,,,,,0,0,0,1,0,,1,,,21,,,0,,,,4,0,,,,13,0,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,2,3,,4,54.4,0.4,,,,0,0,0,0,,,,,,1,0,0,1,0,,2,,,86,,,3,,,,11,0,,,,36,4,,,,,,0,,,1,0,1,0,0,0,0,,,,,,,,
2013,oct,Westside,3,1,,5,28.2,0.6,,,,0,0,0,0,,,,,,2,0,0,0,0,,0,,,20,,,3,,,,26,0,,,,30,0,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,3,2,,4,86,0.7,,,,4,0,0,3,,,,,,0,0,0,5,0,,0,,,5,,,3,,,,46,0,,,,35,0,,,,,,0,,,2,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,3,3,,3,74.2,0.6,,,,1,0,1,0,,,,,,0,0,0,3,0,,4,,,5,,,3,,,,31,0,,,,78,0,,,,,,0,,,2,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,5,1,,4,74,0.8,,,,0,0,0,0,,,,,,2,0,0,3,0,,2,,,15,,,8,,,,12,0,,,,54,2,,,,,,0,,,3,0,0,0,0,0,0,,,,,,,,
2013,oct,Westside,5,2,,4,51,0.7,,,,0,0,4,0,,,,,,0,0,0,0,0,,0,,,9,,,5,,,,6,0,,,,25,3,,,,,,0,,,0,0,3,0,0,0,0,,,,,,,,
2013,oct,Westside,5,3,,3,25.3,0.6,,,,0,0,0,0,,,,,,0,0,0,0,0,,0,,,0,,,0,,,,0,0,,,,0,0,,,,,,1,,,0,0,0,0,0,0,0,,,,,,,,
2013,nov,Doran,1,1,67,7,42.5,0.7,,,,2,0,0,0,,,,,,0,0,0,1,0,,0,,,26,,,9,,,,0,0,,,,2,0,,,,0,,0,,,0,0,0,0,0,0,0,1,,,,,,,
2013,nov,Doran,1,2,67,6,39,0.8,,,,1,0,0,0,,,,,,2,0,0,2,0,,0,,,16,,,5,,,,3,0,,,,0,0,,,,0,,0,,,1,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,1,3,67,8,40,0.7,,,,8,0,0,0,,,,,,1,0,0,2,0,,1,,,73,,,16,,,,0,0,,,,1,0,,,,0,,0,,,1,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,2,1,129,5,45.5,0.7,,,,0,0,0,0,,,,,,2,0,0,0,0,,0,,,14,,,7,,,,0,0,,,,1,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,2,2,129,6,53,0.8,,,,0,0,0,0,,,,,,1,0,0,3,0,,3,,,21,,,2,,,,0,0,,,,0,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,2,3,129,6,41,0.7,,,,2,0,0,0,,,,,,0,0,0,4,0,,2,,,8,,,8,,,,0,0,,,,0,0,,,,0,,0,,,1,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,3,1,14,9,59,0.8,,,,0,0,0,0,,,,,,1,0,0,1,0,,1,,,36,,,3,,,,23,0,,,,3,0,,,,0,,0,,,0,0,0,0,0,0,0,2,,,,,,,
2013,nov,Doran,3,2,14,8,34,0.6,,,,0,0,0,0,,,,,,0,0,0,1,0,,1,,,41,,,3,,,,0,0,,,,0,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,3,3,14,7,64,0.8,,,,10,0,0,0,,,,,,1,0,0,2,0,,1,,,11,,,4,,,,3,0,,,,1,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,4,1,97,8,53,0.7,,,,0,0,0,0,,,,,,0,0,0,2,0,,1,,,24,,,15,,,,0,0,,,,3,0,,,,0,,0,,,1,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,4,2,97,9,31,0.9,,,,0,0,0,0,,,,,,1,1,0,1,0,,0,,,3,,,13,,,,2,0,,,,64,0,,,,0,,0,,,0,0,1,0,0,0,0,0,,,,,,,
2013,nov,Doran,4,3,97,4,22,0.4,,,,0,0,1,0,,,,,,0,0,0,0,0,,0,,,5,,,1,,,,0,0,,,,2,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,5,1,79,6,22,0.4,,,,0,0,0,0,,,,,,1,0,0,0,0,,0,,,6,,,2,,,,0,0,,,,2,0,,,,1,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,5,2,79,6,39,0.8,,,,0,0,0,0,,,,,,0,0,0,2,0,,0,,,18,,,8,,,,1,0,,,,2,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Doran,5,3,79,6,22,0.5,,,,0,0,0,0,,,,,,0,0,0,0,0,,0,,,0,,,11,,,,1,0,,,,1,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,1,1,126,4,71,0.7,,,,2,0,1,0,,,,,,2,0,0,2,0,,1,,,0,,,13,,,,45,0,,,,2,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,1,2,126,5,41,0.8,,,,0,0,7,0,,,,,,4,0,0,1,0,,2,,,3,,,2,,,,2,0,,,,0,0,,,,0,,1,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,1,3,126,5,61.5,0.6,,,,0,0,0,0,,,,,,5,0,0,5,0,,3,,,2,,,0,,,,9,0,,,,0,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,2,1,186,4,52,0.5,,,,0,0,9,0,,,,,,1,1,0,1,0,,5,,,3,,,0,,,,3,0,,,,5,0,,,,0,,0,,,0,0,1,0,0,0,0,0,,,,,,,
2013,nov,Westside,2,2,186,4,30,0.3,,,,0,0,0,0,,,,,,0,0,0,0,0,,0,,,1,,,1,,,,1,0,,,,3,0,,,,0,,0,,,1,0,2,0,0,0,0,0,,,,,,,
2013,nov,Westside,2,3,186,3,43,0.4,,,,0,0,6,0,,,,,,2,0,0,0,0,,2,,,3,,,1,,,,8,0,,,,2,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,3,1,133,5,62,0.6,,,,0,0,0,0,,,,,,6,1,0,1,0,,8,,,0,,,0,,,,4,1,,,,3,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,3,2,133,6,70,0.6,,,,0,0,3,0,,,,,,4,0,0,0,0,,19,,,4,,,5,,,,1,0,,,,1,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,3,3,133,4,50.5,0.4,,,,0,0,0,0,,,,,,1,0,0,1,0,,19,,,6,,,8,,,,8,0,,,,4,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,4,1,115,4,97,0.6,,,,0,0,16,0,,,,,,2,0,0,2,0,,17,,,4,,,5,,,,9,0,,,,6,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,4,2,115,4,100,0.8,,,,1,0,4,0,,,,,,10,0,0,2,0,,7,,,2,,,0,,,,58,0,,,,1,0,,,,0,,0,,,0,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,4,3,115,5,84.5,0.5,,,,0,0,0,0,,,,,,4,0,0,1,0,,1,,,5,,,3,,,,0,0,,,,19,0,,,,0,,0,,,0,0,1,0,0,0,0,0,,,,,,,
2013,nov,Westside,5,1,97,4,104.5,0.6,,,,0,0,9,0,,,,,,11,0,0,1,0,,9,,,20,,,10,,,,7,0,,,,30,0,,,,0,,0,,,2,0,2,0,0,0,0,0,,,,,,,
2013,nov,Westside,5,2,97,5,63,0.5,,,,1,0,0,0,,,,,,5,0,0,0,0,,7,,,4,,,0,,,,1,0,,,,9,0,,,,0,,1,,,3,0,0,0,0,0,0,0,,,,,,,
2013,nov,Westside,5,3,97,4,63,0.4,,,,0,0,0,0,,,,,,0,0,0,0,0,,3,,,6,,,0,,,,3,0,,,,16,0,,,,0,,0,,,2,0,0,0,0,0,0,0,,,,,,,
2013,dec,Doran,1,1,0,5,15,0.4,,,,1,0,0,0,0,,,,,0,0,0,0,0,,0,0,,4,,,2,,,,0,0,,,,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,1,2,0,6,51.5,0.5,,,,0,0,0,0,0,,,,,0,0,0,1,0,,0,0,,17,,,17,,,,0,0,,,,1,0,,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,1,3,0,6,31,0.5,,,,2,0,0,0,0,,,,,0,0,0,0,0,,0,0,,29,,,2,,,,1,0,,,,3,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,2,1,99,3,34,0.6,,,,0,0,0,0,0,,,,,1,1,0,1,0,,0,0,,3,,,6,,,,0,0,,,,20,1,,,,5,,0,,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2013,dec,Doran,2,2,99,4,20.5,0.5,,,,0,0,0,0,0,,,,,1,1,0,0,0,,0,0,,1,,,6,,,,0,0,,,,4,0,,,,4,,0,,0,0,0,0,0,0,0,0,0,1,0,0,,,,
2013,dec,Doran,2,3,99,6,23,0.4,,,,0,0,0,0,0,,,,,1,1,0,0,0,,0,0,,4,,,1,,,,0,0,,,,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,3,1,5,4,16.5,0.4,,,,0,0,0,0,0,,,,,0,2,1,0,0,,0,0,,0,,,0,,,,0,0,,,,3,0,,,,2,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,3,2,5,6,25,0.6,,,,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,11,,,3,,,,0,0,,,,3,0,,,,2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,3,3,5,10,26.5,0.6,,,,5,0,0,0,0,,,,,2,0,0,1,0,,0,0,,5,,,4,,,,0,0,,,,8,2,,,,9,,0,,0,1,0,0,0,1,0,0,0,0,1,0,,,,
2013,dec,Doran,4,1,33,5,26,0.6,,,,0,0,0,0,0,,,,,2,0,0,0,0,,0,0,,1,,,0,,,,0,0,,,,6,0,,,,9,,0,,0,1,0,0,0,0,0,0,0,0,0,1,,,,
2013,dec,Doran,4,2,33,7,27,0.7,,,,0,0,1,0,0,,,,,2,0,0,0,0,,0,0,,16,,,2,,,,0,0,,,,5,0,,,,3,,0,,0,1,0,1,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,4,3,33,4,18,0.4,,,,0,0,7,0,1,,,,,0,0,0,0,0,,0,0,,17,,,2,,,,0,0,,,,5,0,,,,4,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,5,1,24,5,27,0.7,,,,1,0,0,0,0,,,,,1,0,0,2,0,,0,0,,6,,,1,,,,0,0,,,,2,0,,,,11,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Doran,5,2,24,4,22,0.6,,,,0,0,0,0,0,,,,,1,0,0,0,0,,1,0,,8,,,4,,,,0,0,,,,0,0,,,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,,,,
2013,dec,Doran,5,3,24,4,16,0.5,,,,0,0,0,0,0,,,,,1,0,0,0,0,,0,0,,2,,,0,,,,0,0,,,,6,2,,,,4,,0,,0,1,0,0,0,0,0,0,0,1,0,0,,,,
2013,dec,Westside,1,1,98,4,63,0.6,,,,0,0,3,0,0,,,,,0,0,3,0,0,,9,0,,15,,,7,,,,19,0,,,,13,0,,,,5,,0,,1,1,0,1,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,1,2,98,5,67,0.8,,,,0,0,19,0,0,,,,,2,0,0,1,0,,24,1,,31,,,29,,,,46,0,,,,81,1,,,,2,,1,,0,2,0,1,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,1,3,98,4,13,0.4,,,,0,0,0,0,0,,,,,1,0,0,0,0,,7,0,,5,,,0,,,,5,0,,,,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,2,1,103,4,39.5,0.5,,,,0,0,0,0,0,,,,,0,0,0,0,0,,5,0,,9,,,4,,,,8,0,,,,2,0,,,,0,,0,,0,7,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,2,2,103,4,32.5,0.4,,,,0,0,0,0,0,,,,,0,0,0,0,0,,2,0,,5,,,1,,,,0,0,,,,2,0,,,,0,,0,,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,2,3,103,3,16,0.4,,,,0,0,0,0,0,,,,,1,0,0,0,0,,3,0,,0,,,0,,,,0,0,,,,0,0,,,,0,,0,,0,7,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,3,1,102,5,49,0.5,,,,0,0,0,0,0,,,,,1,0,0,1,0,,7,0,,9,,,2,,,,58,0,,,,15,0,,,,1,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,3,2,102,5,64.5,0.4,,,,0,0,0,0,0,,,,,2,0,0,1,0,,6,0,,6,,,2,,,,24,0,,,,2,0,,,,0,,0,,0,9,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,3,3,102,5,92.5,0.8,,,,0,0,0,0,0,,,,,5,0,0,0,0,,4,0,,5,,,12,,,,36,0,,,,5,0,,,,0,,0,,0,6,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,4,1,134,4,30.5,0.4,,,,0,0,0,0,0,,,,,0,0,0,0,0,,6,0,,2,,,6,,,,12,0,,,,3,0,,,,0,,0,,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,4,2,134,4,23,0.4,,,,0,0,0,0,0,,,,,0,0,0,2,0,,2,0,,0,,,0,,,,4,0,,,,0,0,,,,0,,0,,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,4,3,134,4,55,0.6,,,,0,0,5,0,0,,,,,2,0,0,7,0,,5,0,,1,,,1,,,,0,0,,,,5,0,,,,0,,0,,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,5,1,169,6,53,0.6,,,,0,0,11,0,0,,,,,0,0,0,1,0,,3,0,,1,,,1,,,,1,0,,,,0,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,5,2,169,4,28,0.4,,,,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,,,0,,,,0,0,,,,0,0,,,,0,,0,,0,4,0,0,0,0,0,0,0,0,0,0,,,,
2013,dec,Westside,5,3,169,3,52.5,0.4,,,,0,0,0,0,0,,,,,1,0,0,1,0,,0,0,,0,,,1,,,,0,0,,,,1,0,,,,0,,0,,0,1,0,0,0,0,0,0,0,0,0,0,,,,
2014,jan,Doran,1,1,23,4,12.5,0.36,0.0101,16.494,0.000612344,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,1,2,23,6,13.4,0.45,0.0277,27.012,0.00102547,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,8,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,1,3,23,3,13.5,0.5,0.0125,33.144,0.000377142,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,7,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,2,1,109,4,15.1,0.41,0.025,28.702,0.000871019,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,0,0,,0,0,0,0,,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2014,jan,Doran,2,2,109,5,40.3,0.67,0.0853,133.268,0.000640064,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,,0,0,0,0,,,,1,0,,0,0,0,0,,,,3,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
